
BSSID, First time seen, Last time seen, channel, Speed, Privacy, Cipher, Authentication, Power, # beacons, # IV, LAN IP, ID-length, ESSID, Key
E4:7D:EB:05:34:2E, 2018-10-26 17:43:01, 2018-10-26 17:48:57, 10,  54, WPA2 WPA, CCMP TKIP,PSK, -88,        0,        0,   0.  0.  0.  0,  10, BOLT!-342E, 
AA:22:EF:F5:86:A1, 2018-10-26 17:48:12, 2018-10-26 17:49:02,  1,  54, WPA2, CCMP,PSK, -89,        0,        1,   0.  0.  0.  0,   5, Nitaa, 
02:1A:11:F7:93:F9, 2018-10-26 17:43:02, 2018-10-26 17:49:27,  6,  54, WPA2, CCMP,PSK, -84,       78,        0,   0.  0.  0.  0,   9, Jeng Khan, 
B0:6E:BF:45:A4:C8, 2018-10-26 17:43:38, 2018-10-26 17:48:47, 10,  54, WPA2, CCMP,PSK, -86,       44,        0,   0.  0.  0.  0,   9, MODE MART, 
B8:27:EB:A3:58:1F, 2018-10-26 17:43:14, 2018-10-26 17:49:28,  7,  54, WPA2, CCMP,PSK, -89,        4,        0,   0.  0.  0.  0,   8, WP-Bumi1, 
E4:7D:EB:04:B1:32, 2018-10-26 17:47:21, 2018-10-26 17:48:26,  7,  54, WPA2 WPA, CCMP TKIP,PSK, -82,        2,        0,   0.  0.  0.  0,  10, BOLT!-B132, 
E4:7D:EB:00:72:26, 2018-10-26 17:47:06, 2018-10-26 17:47:49,  6,  -1, , ,   , -82,        0,        0,   0.  0.  0.  0,   0, , 
30:B5:C2:9C:D3:DE, 2018-10-26 17:47:14, 2018-10-26 17:47:14, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
C2:87:EB:47:FE:B7, 2018-10-26 17:46:54, 2018-10-26 17:47:09, 11,  54, WPA2, CCMP,PSK, -80,       10,        0,   0.  0.  0.  0,  12, jaenalarifin, 
64:70:02:B6:1A:A4, 2018-10-26 17:47:00, 2018-10-26 17:47:00,  2,  -1, , ,   , -89,        0,        0,   0.  0.  0.  0,   0, , 
B0:E2:35:D4:CC:F5, 2018-10-26 17:46:07, 2018-10-26 17:46:33,  6,  54, WPA2, CCMP,PSK, -83,        3,        0,   0.  0.  0.  0,  21, AAAAAEL8m10AAwE6Redmi, 
38:A4:ED:F1:5E:5B, 2018-10-26 17:46:00, 2018-10-26 17:46:36, 11,  54, WPA2, CCMP,PSK, -84,       13,        0,   0.  0.  0.  0,   5, Redmi, 
30:5A:3A:12:C3:DE, 2018-10-26 17:45:24, 2018-10-26 17:45:24,  6,  54, WPA2, CCMP,PSK, -86,        0,        0,   0.  0.  0.  0,   5, pongo, 
58:60:5F:5E:AA:D8, 2018-10-26 17:43:00, 2018-10-26 17:44:49,  2,  -1, WPA, ,   ,  -1,        0,        8,   0.  0.  0.  0,   0, , 
E8:F2:E2:22:60:6D, 2018-10-26 17:44:36, 2018-10-26 17:44:50, 10,  54, WPA2, CCMP TKIP,PSK, -82,       10,        0,   0.  0.  0.  0,  19, Diah aprilianingrum, 
90:C7:D8:BB:EF:FA, 2018-10-26 17:43:00, 2018-10-26 17:43:07,  3,  54, WPA2, CCMP TKIP,PSK, -79,        3,        0,   0.  0.  0.  0,   8, dk8212bg, 
C4:6E:1F:30:45:74, 2018-10-26 17:43:12, 2018-10-26 17:43:16, 10,  54, WPA2, CCMP TKIP,PSK, -89,        2,        0,   0.  0.  0.  0,  10, SYS-PRONTO, 
8C:BE:BE:10:D1:57, 2018-10-26 17:43:10, 2018-10-26 17:43:32,  1,  54, WPA2, CCMP,PSK, -85,        6,        1,   0.  0.  0.  0,   5, Redmi, 
00:EC:0A:16:00:EA, 2018-10-26 17:43:02, 2018-10-26 17:43:27, 11,  54, WPA2, CCMP,PSK, -81,       11,        0,   0.  0.  0.  0,   8, Redmi 4X, 
0C:A8:A7:28:C5:00, 2018-10-26 17:42:59, 2018-10-26 17:44:08,  1,  54, WPA2, CCMP,PSK, -78,       10,        0,   0.  0.  0.  0,  13, AndroidAPC500, 
22:5E:F7:EA:FF:A2, 2018-10-26 17:45:08, 2018-10-26 17:45:08,  4,  54, WPA2, CCMP,PSK, -73,        0,        0,   0.  0.  0.  0,  10, xbt crayon, 
B0:6E:BF:45:A4:48, 2018-10-26 17:45:16, 2018-10-26 17:45:16,  4,  54, WPA2, CCMP,PSK, -90,        1,        0,   0.  0.  0.  0,   9, MODE MART, 
A0:86:C6:CA:AD:F1, 2018-10-26 17:45:16, 2018-10-26 17:45:17,  6,  54, WPA2, CCMP,PSK, -80,        1,        0,   0.  0.  0.  0,   5, paras, 
00:25:00:FF:94:73, 2018-10-26 17:45:13, 2018-10-26 17:45:20, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
60:D9:A0:24:9B:6B, 2018-10-26 17:45:24, 2018-10-26 17:45:27,  6,  54, WPA2, CCMP,PSK, -83,        2,        0,   0.  0.  0.  0,  12, Lenovo A6000, 
05:00:D0:01:2B:E6, 2018-10-26 17:46:04, 2018-10-26 17:46:04, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
05:60:40:00:87:97, 2018-10-26 17:46:04, 2018-10-26 17:46:04, -1,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
FA:8F:76:0F:1F:CC, 2018-10-26 17:45:13, 2018-10-26 17:46:55,  6,  54, WPA2, CCMP,PSK, -88,        0,        0,   0.  0.  0.  0,   3, Jae, 
78:8A:20:4A:99:85, 2018-10-26 17:46:56, 2018-10-26 17:46:56,  2,  -1, , ,   ,  -1,        0,        0,   0.  0.  0.  0,   0, , 
04:8D:38:CF:CF:F6, 2018-10-26 17:44:19, 2018-10-26 17:48:30,  1,  54, WPA2, CCMP TKIP,PSK, -88,        8,        0,   0.  0.  0.  0,   5, MhrCh, 
00:12:5F:0B:02:88, 2018-10-26 17:43:01, 2018-10-26 17:48:27,  3,  54, OPN, ,   , -81,       27,        0,   0.  0.  0.  0,  15, WPS IPA Biologi, 
FC:DD:55:51:9D:83, 2018-10-26 17:48:12, 2018-10-26 17:48:31,  7,  54, WPA2, CCMP TKIP,PSK, -76,        1,        0,   0.  0.  0.  0,  17, Andromax-M3Y-9D83, 
62:38:E0:70:F6:0D, 2018-10-26 17:47:23, 2018-10-26 17:48:43, 11,  54, OPN, ,   , -90,        2,        0,   0.  0.  0.  0,  11, kutubintang, 
60:38:E0:70:F6:0C, 2018-10-26 17:46:07, 2018-10-26 17:48:40, 11,  54, WPA2, CCMP,PSK, -89,        3,        0,   0.  0.  0.  0,   2, 26, 
00:71:C2:39:5F:32, 2018-10-26 17:43:06, 2018-10-26 17:48:44,  1,  54, WPA2 WPA, CCMP TKIP,PSK, -88,       11,        5,   0.  0.  0.  0,   6, ac75c9, 
FC:DD:55:72:87:9C, 2018-10-26 17:45:13, 2018-10-26 17:48:54,  6,  54, WPA2, CCMP TKIP,PSK, -89,        1,        0,   0.  0.  0.  0,  13, Jlbumicarwash, 
1C:7B:23:57:67:8A, 2018-10-26 17:48:26, 2018-10-26 17:48:54,  6,  54, WPA2, CCMP,PSK, -75,        3,        0,   0.  0.  0.  0,   5, Minda, 
DC:FE:07:5D:C9:AC, 2018-10-26 17:43:31, 2018-10-26 17:49:05, 11,  54, WPA2 WPA, CCMP TKIP,PSK, -90,        6,        3,   0.  0.  0.  0,   6, 79f31a, 
24:BC:F8:E6:A1:40, 2018-10-26 17:43:06, 2018-10-26 17:49:16, 11,  54, WPA2, CCMP TKIP,PSK, -87,       31,        0,   0.  0.  0.  0,  16, PUSKESMAS GUNUNG, 
3E:6A:A7:8F:7F:55, 2018-10-26 17:43:03, 2018-10-26 17:49:28,  1,  54, WPA2, CCMP,PSK, -85,       51,        0,   0.  0.  0.  0,  13, bocah_kentang, 
78:D7:52:74:94:10, 2018-10-26 17:43:02, 2018-10-26 17:49:27, 11,  54, OPN, ,   , -87,       82,        1,   0.  0.  0.  0,  11, WirelessNet, 
54:40:AD:4E:5F:00, 2018-10-26 17:47:27, 2018-10-26 17:49:27, 11,  54, WPA2, CCMP,PSK, -83,       10,        0,   0.  0.  0.  0,  11, Modal Donk!, 
78:8A:20:E3:3B:0C, 2018-10-26 17:43:02, 2018-10-26 17:49:27, 11,  54, WPA2, CCMP,PSK, -83,       77,        0,   0.  0.  0.  0,   6, R.IX F, 
78:8A:20:E3:3A:1C, 2018-10-26 17:43:06, 2018-10-26 17:49:27, 11,  54, WPA2, CCMP,PSK, -83,       23,        0,   0.  0.  0.  0,   6, R.IX E, 
0A:28:19:E8:37:37, 2018-10-26 17:43:02, 2018-10-26 17:49:24,  6,  54, WPA2, CCMP,PSK, -84,       26,        0,   0.  0.  0.  0,  21, DIRECT-MqVERONICAmsCC, 
78:8A:20:E3:3A:1A, 2018-10-26 17:43:06, 2018-10-26 17:49:23, 11,  54, WPA2, CCMP,PSK, -82,       42,        0,   0.  0.  0.  0,   4, IX G, 
84:16:F9:5F:82:63, 2018-10-26 17:42:59, 2018-10-26 17:49:28,  1,  54, WPA2, CCMP,PSK, -81,       50,       19,   0.  0.  0.  0,   7, DSDL_NP, 
BE:A8:A6:81:6D:11, 2018-10-26 17:43:06, 2018-10-26 17:49:27,  6,  54, WPA2, CCMP,PSK, -81,       95,        3,   0.  0.  0.  0,   5, iblis, 
AA:22:EF:F4:61:01, 2018-10-26 17:42:59, 2018-10-26 17:49:28,  1,  54, WPA2, CCMP,PSK, -78,      137,        5,   0.  0.  0.  0,  22, PENDAFTARAN POP WARUNG, 
BE:A8:A6:85:7B:6D, 2018-10-26 17:42:59, 2018-10-26 17:49:28,  1,  54, WPA2, CCMP,PSK, -78,      180,      106,   0.  0.  0.  0,  12, peanutbutter, 
54:14:73:6E:18:2A, 2018-10-26 17:48:08, 2018-10-26 17:49:24,  1,  54, WPA2, CCMP,PSK, -77,       14,        0,   0.  0.  0.  0,  16, acer Liquid Z220, 
78:8A:20:49:97:FA, 2018-10-26 17:43:02, 2018-10-26 17:49:27,  6,  54, WPA2, CCMP,PSK, -69,      220,     1592,   0.  0.  0.  0,  18, WarungPintarSekali, 
78:8A:20:49:9B:2E, 2018-10-26 17:42:59, 2018-10-26 17:49:28,  1,  54, WPA2, CCMP,PSK, -69,      234,     5705,   0.  0.  0.  0,  18, WarungPintarSekali, 
7A:8A:20:49:97:FA, 2018-10-26 17:43:02, 2018-10-26 17:49:28,  6,  54, WPA2, CCMP,PSK, -66,      231,        0,   0.  0.  0.  0,   0, , 
FC:DD:55:63:B0:89, 2018-10-26 17:43:02, 2018-10-26 17:49:27,  6,  54, WPA2, CCMP TKIP,PSK, -63,      167,      613,   0.  0.  0.  0,  13, Flipdesign.id, 
7A:8A:20:49:9B:2E, 2018-10-26 17:42:59, 2018-10-26 17:49:28,  1,  54, WPA2, CCMP,PSK, -66,      228,        0,   0.  0.  0.  0,   0, , 
0A:28:19:E9:63:7F, 2018-10-26 17:43:01, 2018-10-26 17:49:27, 11,  54, WPA2, CCMP,PSK, -68,      357,     1069,   0.  0.  0.  0,   8, vivo1610, 
B4:2A:0E:71:46:B9, 2018-10-26 17:42:59, 2018-10-26 17:49:28,  1,  54, WPA2, CCMP,PSK, -62,      266,      375,   0.  0.  0.  0,  11, WarungAdmin, 
78:8A:20:8D:62:1B, 2018-10-26 17:43:02, 2018-10-26 17:49:27,  6,  54, WPA2, CCMP,PSK, -63,      262,     7968,   0.  0.  0.  0,  18, WarungPintarSekali, 
FC:DD:55:4F:D2:FA, 2018-10-26 17:42:59, 2018-10-26 17:49:27, 11,  54, WPA2, CCMP TKIP,PSK, -61,      226,       32,   0.  0.  0.  0,  17, Andromax-M3Y-D2FA, 
20:5E:F7:F7:CD:AE, 2018-10-26 17:45:43, 2018-10-26 17:49:28,  1,  54, WPA2, CCMP,PSK, -59,      168,      246,   0.  0.  0.  0,  13, Samsung J-Pro, 
7A:8A:20:8D:62:1B, 2018-10-26 17:43:02, 2018-10-26 17:49:27,  6,  54, WPA2, CCMP,PSK, -59,      277,        0,   0.  0.  0.  0,   0, , 
78:8A:20:49:9C:F6, 2018-10-26 17:43:02, 2018-10-26 17:49:27,  6,  54, WPA2, CCMP,PSK, -48,      278,     3691,   0.  0.  0.  0,  18, WarungPintarSekali, 
7A:8A:20:49:9C:F6, 2018-10-26 17:43:02, 2018-10-26 17:49:27,  6,  54, WPA2, CCMP,PSK, -48,      268,        0,   0.  0.  0.  0,   0, , 
78:8A:20:49:99:85, 2018-10-26 17:43:00, 2018-10-26 17:49:28,  6,  54, WPA2, CCMP,PSK, -44,      333,     5438,   0.  0.  0.  0,  18, WarungPintarSekali, 
7A:8A:20:49:99:85, 2018-10-26 17:42:59, 2018-10-26 17:49:27,  6,  54, WPA2, CCMP,PSK, -40,      333,        0,   0.  0.  0.  0,   0, , 

Station MAC, First time seen, Last time seen, Power, # packets, BSSID, Probed ESSIDs
80:C5:F2:2B:9C:25, 2018-10-26 17:43:02, 2018-10-26 17:48:18,  -1,       58, 78:8A:20:8D:62:1B,
44:66:FC:51:59:2D, 2018-10-26 17:48:04, 2018-10-26 17:48:20, -78,        4, (not associated) ,
DA:A1:19:6B:E8:BE, 2018-10-26 17:48:22, 2018-10-26 17:48:22, -82,        2, (not associated) ,Belimbing
DA:A1:19:27:E4:CF, 2018-10-26 17:48:19, 2018-10-26 17:48:19, -82,        6, (not associated) ,
DA:A1:19:05:31:03, 2018-10-26 17:48:21, 2018-10-26 17:48:22, -85,        4, (not associated) ,
DA:A1:19:4B:58:21, 2018-10-26 17:48:22, 2018-10-26 17:48:22, -86,        1, (not associated) ,
C6:FC:F2:F4:9B:78, 2018-10-26 17:48:20, 2018-10-26 17:48:20, -86,        2, (not associated) ,
DA:A1:19:B8:05:D7, 2018-10-26 17:48:19, 2018-10-26 17:48:19, -86,        1, (not associated) ,
02:8E:2A:D1:B3:43, 2018-10-26 17:48:10, 2018-10-26 17:48:10, -78,        3, (not associated) ,
EA:F0:EA:CD:9C:9A, 2018-10-26 17:48:07, 2018-10-26 17:48:07, -78,        2, (not associated) ,
DA:A1:19:37:6E:38, 2018-10-26 17:48:09, 2018-10-26 17:48:09, -81,        2, (not associated) ,
3A:16:60:F6:D7:5E, 2018-10-26 17:48:06, 2018-10-26 17:48:06, -84,        1, (not associated) ,
DA:A1:19:F5:E4:4F, 2018-10-26 17:48:10, 2018-10-26 17:48:10, -85,        2, (not associated) ,
CE:BD:11:80:BA:45, 2018-10-26 17:48:08, 2018-10-26 17:48:08, -85,        5, (not associated) ,
DA:A1:19:58:1D:82, 2018-10-26 17:48:06, 2018-10-26 17:48:06, -86,        1, (not associated) ,
20:47:DA:F9:AE:9E, 2018-10-26 17:42:59, 2018-10-26 17:47:55, -49,       36, (not associated) ,Network Private
46:DF:DC:47:77:C6, 2018-10-26 17:47:53, 2018-10-26 17:47:53, -71,        2, (not associated) ,
08:8C:2C:C8:78:21, 2018-10-26 17:47:14, 2018-10-26 17:47:54, -80,        3, (not associated) ,
AA:81:52:88:F7:67, 2018-10-26 17:47:56, 2018-10-26 17:47:56, -81,        2, (not associated) ,
52:CF:88:9B:CB:4F, 2018-10-26 17:47:53, 2018-10-26 17:47:53, -81,        1, (not associated) ,
DA:A1:19:AE:60:14, 2018-10-26 17:47:58, 2018-10-26 17:47:58, -82,        1, (not associated) ,
0E:29:07:B7:36:A0, 2018-10-26 17:47:58, 2018-10-26 17:47:58, -88,        1, (not associated) ,
C4:36:6C:85:36:C2, 2018-10-26 17:43:18, 2018-10-26 17:49:26, -55,        9, (not associated) ,
C8:D7:79:5F:94:26, 2018-10-26 17:43:39, 2018-10-26 17:47:43, -67,       22, (not associated) ,
DA:A1:19:A8:23:D7, 2018-10-26 17:47:46, 2018-10-26 17:47:46, -70,        2, (not associated) ,
56:09:F2:27:9A:9A, 2018-10-26 17:47:42, 2018-10-26 17:47:42, -74,        1, (not associated) ,
1C:B7:2C:F2:EA:EF, 2018-10-26 17:47:42, 2018-10-26 17:47:46, -79,        3, E4:7D:EB:00:72:26,
F2:7A:EC:22:1C:80, 2018-10-26 17:47:46, 2018-10-26 17:47:46, -80,        1, (not associated) ,
DA:A1:19:B9:63:94, 2018-10-26 17:47:46, 2018-10-26 17:47:46, -82,        1, (not associated) ,
DA:A1:19:82:36:EA, 2018-10-26 17:47:41, 2018-10-26 17:47:41, -82,        1, (not associated) ,
DA:A1:19:AD:AC:B2, 2018-10-26 17:47:31, 2018-10-26 17:47:31, -63,        1, (not associated) ,
3C:B6:B7:3C:21:97, 2018-10-26 17:47:28, 2018-10-26 17:47:29, -63,        4, (not associated) ,kyriad,metrocipulir
8C:BE:BE:20:A5:8C, 2018-10-26 17:46:52, 2018-10-26 17:47:34, -72,       10, (not associated) ,
DA:A1:19:A3:5D:1A, 2018-10-26 17:47:34, 2018-10-26 17:47:34, -79,        3, (not associated) ,
DA:A1:19:27:6D:C4, 2018-10-26 17:47:31, 2018-10-26 17:47:31, -81,        1, (not associated) ,
20:5E:F7:C5:61:8C, 2018-10-26 17:47:32, 2018-10-26 17:47:32, -88,        3, (not associated) ,PGM
D6:C6:1F:72:9A:1D, 2018-10-26 17:45:05, 2018-10-26 17:47:20, -47,        3, (not associated) ,
DA:A1:19:60:60:5B, 2018-10-26 17:47:16, 2018-10-26 17:47:17, -60,       11, (not associated) ,
96:B0:E9:A7:72:BF, 2018-10-26 17:47:18, 2018-10-26 17:47:18, -69,        1, (not associated) ,
DA:A1:19:EB:D6:2C, 2018-10-26 17:47:18, 2018-10-26 17:47:18, -78,        3, (not associated) ,
02:E8:C8:3F:B7:3B, 2018-10-26 17:47:21, 2018-10-26 17:47:21, -81,        2, (not associated) ,
22:98:E4:19:D8:83, 2018-10-26 17:47:20, 2018-10-26 17:47:20, -87,        1, (not associated) ,
26:E0:56:CF:FA:BB, 2018-10-26 17:47:10, 2018-10-26 17:47:10, -81,        2, (not associated) ,
DA:A1:19:7C:C0:AB, 2018-10-26 17:47:06, 2018-10-26 17:47:06, -81,        2, (not associated) ,
9A:50:C5:09:71:73, 2018-10-26 17:47:06, 2018-10-26 17:47:06, -83,        1, (not associated) ,
DA:A1:19:3E:4B:FF, 2018-10-26 17:47:06, 2018-10-26 17:47:06, -83,        1, (not associated) ,
DA:A1:19:B5:93:C2, 2018-10-26 17:47:10, 2018-10-26 17:47:10, -84,        2, (not associated) ,
48:88:CA:69:81:00, 2018-10-26 17:47:10, 2018-10-26 17:47:10, -85,        1, (not associated) ,
CC:2D:83:BD:60:96, 2018-10-26 17:46:57, 2018-10-26 17:47:08, -85,        4, (not associated) ,
B0:E2:35:2E:67:C6, 2018-10-26 17:45:57, 2018-10-26 17:47:10, -86,       14, (not associated) ,
8C:F5:A3:1F:D9:92, 2018-10-26 17:44:47, 2018-10-26 17:47:07, -86,        4, (not associated) ,androidap,kayaberkah2,Hatiyangmati
DA:A1:19:7C:FA:3C, 2018-10-26 17:47:10, 2018-10-26 17:47:10, -88,        4, (not associated) ,
6C:AB:31:1E:C3:F3, 2018-10-26 17:46:56, 2018-10-26 17:46:56, -61,       22, 78:8A:20:4A:99:85,
DA:A1:19:BC:F9:7A, 2018-10-26 17:46:54, 2018-10-26 17:46:54, -68,        2, (not associated) ,
F4:0E:22:1F:D1:8A, 2018-10-26 17:46:53, 2018-10-26 17:46:54, -78,        4, (not associated) ,
DA:A1:19:CD:81:35, 2018-10-26 17:46:55, 2018-10-26 17:46:55, -79,        1, (not associated) ,
62:60:5C:55:67:EA, 2018-10-26 17:46:56, 2018-10-26 17:46:57, -83,        2, (not associated) ,
14:DD:A9:5D:56:2C, 2018-10-26 17:46:55, 2018-10-26 17:46:55, -83,        2, (not associated) ,
F0:76:6F:B9:D3:1F, 2018-10-26 17:45:13, 2018-10-26 17:46:55, -83,        6, FA:8F:76:0F:1F:CC,
DA:E1:EE:80:DA:76, 2018-10-26 17:46:54, 2018-10-26 17:46:54, -88,        1, (not associated) ,
1C:B7:2C:54:75:65, 2018-10-26 17:46:54, 2018-10-26 17:46:54, -89,        3, (not associated) ,Kubo,@wifi.id
80:A5:89:3E:20:BD, 2018-10-26 17:44:11, 2018-10-26 17:46:44,  -1,       10, 78:8A:20:49:9C:F6,
26:40:BB:EB:47:73, 2018-10-26 17:46:45, 2018-10-26 17:46:45, -70,        2, (not associated) ,
A0:86:C6:62:42:15, 2018-10-26 17:43:42, 2018-10-26 17:46:43, -70,        5, 78:8A:20:49:97:FA,
A0:E4:53:6B:95:D4, 2018-10-26 17:44:10, 2018-10-26 17:46:45, -79,       20, (not associated) ,
DA:BE:33:1D:F9:67, 2018-10-26 17:46:41, 2018-10-26 17:46:41, -80,        1, (not associated) ,
DA:A1:19:F5:EF:B0, 2018-10-26 17:46:46, 2018-10-26 17:46:46, -82,        4, (not associated) ,
DA:A1:19:73:A4:58, 2018-10-26 17:46:43, 2018-10-26 17:46:44, -83,        2, (not associated) ,
C0:87:EB:0C:1D:31, 2018-10-26 17:46:45, 2018-10-26 17:46:45, -84,        1, (not associated) ,
AE:D2:D0:4C:B0:E0, 2018-10-26 17:46:33, 2018-10-26 17:46:33, -68,        2, (not associated) ,
DA:A1:19:0C:1D:F2, 2018-10-26 17:46:30, 2018-10-26 17:46:30, -68,        2, (not associated) ,
DA:A1:19:A2:61:4C, 2018-10-26 17:46:30, 2018-10-26 17:46:30, -75,       14, (not associated) ,
DA:A1:19:56:E0:87, 2018-10-26 17:46:31, 2018-10-26 17:46:31, -80,        1, (not associated) ,
8A:BF:18:B5:39:E0, 2018-10-26 17:46:33, 2018-10-26 17:46:33, -81,        1, (not associated) ,
5C:AF:06:8A:EF:E3, 2018-10-26 17:46:34, 2018-10-26 17:46:34, -90,        1, (not associated) ,
98:0C:A5:CE:44:7A, 2018-10-26 17:46:21, 2018-10-26 17:46:21, -63,        5, (not associated) ,
B4:CB:57:6C:57:4F, 2018-10-26 17:46:00, 2018-10-26 17:46:18, -77,        2, 38:A4:ED:F1:5E:5B,
DA:A1:19:75:5E:12, 2018-10-26 17:46:22, 2018-10-26 17:46:22, -80,        1, (not associated) ,Domino's
DA:A1:19:B4:CB:66, 2018-10-26 17:46:20, 2018-10-26 17:46:20, -82,        1, (not associated) ,
DA:A1:19:57:7F:D5, 2018-10-26 17:46:20, 2018-10-26 17:46:20, -84,        1, (not associated) ,
DA:A1:19:67:13:34, 2018-10-26 17:46:19, 2018-10-26 17:46:19, -84,        2, (not associated) ,
DA:A1:19:28:E4:AF, 2018-10-26 17:46:22, 2018-10-26 17:46:22, -85,       12, (not associated) ,Domino's pizza
4E:BB:9E:EF:A3:32, 2018-10-26 17:46:22, 2018-10-26 17:46:22, -85,        3, (not associated) ,
DA:A1:19:5A:0E:F9, 2018-10-26 17:46:17, 2018-10-26 17:46:17, -85,        1, (not associated) ,
DA:A1:19:2F:18:CC, 2018-10-26 17:46:19, 2018-10-26 17:46:19, -87,        1, (not associated) ,Domino's pizza
DA:A1:19:AF:81:1F, 2018-10-26 17:46:21, 2018-10-26 17:46:21, -88,        1, (not associated) ,
DA:A1:19:D0:B3:A7, 2018-10-26 17:46:05, 2018-10-26 17:46:05, -79,        2, (not associated) ,
DA:A1:19:84:42:3C, 2018-10-26 17:46:06, 2018-10-26 17:46:06, -82,        2, (not associated) ,
D8:6C:02:F3:1A:4D, 2018-10-26 17:46:05, 2018-10-26 17:46:05, -88,        1, (not associated) ,
DA:A1:19:9F:C3:BA, 2018-10-26 17:45:58, 2018-10-26 17:45:58, -73,        2, (not associated) ,
D2:D9:75:13:E1:BB, 2018-10-26 17:45:55, 2018-10-26 17:45:56, -77,        3, (not associated) ,
86:70:EB:34:CC:EA, 2018-10-26 17:45:56, 2018-10-26 17:45:56, -79,        1, (not associated) ,
DA:A1:19:52:92:69, 2018-10-26 17:45:57, 2018-10-26 17:45:57, -80,        2, (not associated) ,
DA:A1:19:DB:8D:41, 2018-10-26 17:45:55, 2018-10-26 17:45:55, -84,        1, (not associated) ,
DA:A1:19:57:09:BD, 2018-10-26 17:45:54, 2018-10-26 17:45:54, -86,        1, (not associated) ,
DA:A1:19:FB:FC:02, 2018-10-26 17:45:57, 2018-10-26 17:45:57, -88,        2, (not associated) ,
1C:77:F6:55:D8:1A, 2018-10-26 17:45:56, 2018-10-26 17:45:56, -88,        1, (not associated) ,
DA:A1:19:31:87:C5, 2018-10-26 17:45:40, 2018-10-26 17:45:41, -66,        5, (not associated) ,
08:4A:CF:59:50:82, 2018-10-26 17:45:45, 2018-10-26 17:45:45, -86,        2, (not associated) ,
9A:A4:BB:91:1D:8A, 2018-10-26 17:45:45, 2018-10-26 17:45:45, -86,        1, (not associated) ,
DA:A1:19:97:7F:E8, 2018-10-26 17:45:42, 2018-10-26 17:45:42, -87,        2, (not associated) ,
C0:87:EB:22:47:25, 2018-10-26 17:45:29, 2018-10-26 17:45:29, -76,        1, (not associated) ,
08:8C:2C:03:91:57, 2018-10-26 17:45:32, 2018-10-26 17:45:32, -81,        2, (not associated) ,
F8:32:E4:32:71:7F, 2018-10-26 17:45:34, 2018-10-26 17:45:34, -89,        1, (not associated) ,
20:5E:F7:6A:61:82, 2018-10-26 17:45:20, 2018-10-26 17:45:20,  -1,        1, 78:D7:52:74:94:10,
A6:2F:AF:F9:AD:02, 2018-10-26 17:45:13, 2018-10-26 17:45:20, -50,        2, 00:25:00:FF:94:73,
DA:A1:19:A4:76:33, 2018-10-26 17:45:21, 2018-10-26 17:45:21, -56,       16, (not associated) ,
B6:10:70:CA:8E:F2, 2018-10-26 17:45:17, 2018-10-26 17:45:17, -70,        1, (not associated) ,
24:56:F2:C5:02:94, 2018-10-26 17:45:10, 2018-10-26 17:45:21, -71,        7, (not associated) ,
