  
00:07:A8:6F:89:51,2018-10-26 17:45:14,2018-10-26 17:46:04,-87,
00:0A:00:50:0F:F9,2018-10-26 17:43:00,2018-10-26 17:43:21,-81,
00:0A:00:53:56:64,2018-10-26 17:43:24,2018-10-26 17:45:47,-87,
00:11:0A:15:D1:F1,2018-10-26 17:45:47,2018-10-26 17:45:47,-81,
00:EC:0A:61:F3:E7,2018-10-26 17:44:11,2018-10-26 17:44:11,-86,
02:42:93:E8:BD:D1,2018-10-26 17:44:26,2018-10-26 17:44:26,-70,
02:84:09:FD:22:AE,2018-10-26 17:48:34,2018-10-26 17:48:34,-84,
02:8E:2A:D1:B3:43,2018-10-26 17:48:10,2018-10-26 17:48:10,-78,
02:95:9C:72:14:E1,2018-10-26 17:48:02,2018-10-26 17:48:02,-62,
02:BD:DE:88:64:A8,2018-10-26 17:48:51,2018-10-26 17:48:51,-79,
02:C7:43:A3:93:76,2018-10-26 17:46:13,2018-10-26 17:46:13,-83,
02:CD:AB:16:02:99,2018-10-26 17:43:55,2018-10-26 17:43:56,-69,
02:E8:C8:3F:B7:3B,2018-10-26 17:47:21,2018-10-26 17:47:21,-81,
02:FB:DB:6F:76:D0,2018-10-26 17:43:36,2018-10-26 17:43:36,-90,
08:4A:CF:59:50:82,2018-10-26 17:45:45,2018-10-26 17:45:45,-86,
08:8C:2C:02:85:5B,2018-10-26 17:46:10,2018-10-26 17:49:05,-68,
08:8C:2C:03:91:57,2018-10-26 17:45:32,2018-10-26 17:45:32,-81,
08:8C:2C:C8:78:21,2018-10-26 17:47:14,2018-10-26 17:47:54,-80,
0A:6A:8A:C3:F8:3A,2018-10-26 17:46:01,2018-10-26 17:46:01,-81,
0C:98:38:06:FA:0B,2018-10-26 17:43:10,2018-10-26 17:43:10,-77,
0C:A8:A7:4E:BC:50,2018-10-26 17:47:26,2018-10-26 17:47:26,-89,
0E:04:2D:95:B6:0C,2018-10-26 17:48:54,2018-10-26 17:48:54,-72,
0E:29:07:B7:36:A0,2018-10-26 17:47:58,2018-10-26 17:47:58,-88,
10:2A:B3:32:36:4E,2018-10-26 17:43:51,2018-10-26 17:43:52,-82,
12:49:E7:33:1F:3D,2018-10-26 17:43:50,2018-10-26 17:43:50,-91,
12:71:87:89:82:D6,2018-10-26 17:44:48,2018-10-26 17:44:48,-72,
14:30:C6:A5:6A:3F,2018-10-26 17:43:10,2018-10-26 17:46:00,-87,
14:36:C6:27:CE:CB,2018-10-26 17:43:48,2018-10-26 17:43:48,-80,
14:DD:A9:5D:56:2C,2018-10-26 17:46:55,2018-10-26 17:46:55,-83,
16:C5:FB:22:A8:67,2018-10-26 17:48:28,2018-10-26 17:48:28,-80,
16:F6:EA:C3:FD:B9,2018-10-26 17:44:01,2018-10-26 17:44:01,-79,
18:89:5B:79:9E:EB,2018-10-26 17:45:47,2018-10-26 17:45:47,-88,
1A:EC:E7:20:A0:DB,2018-10-26 17:43:08,2018-10-26 17:43:08,-76,
1C:77:F6:55:D8:1A,2018-10-26 17:45:56,2018-10-26 17:45:56,-88,
1C:77:F6:57:6B:50,2018-10-26 17:48:25,2018-10-26 17:48:25,-89,
1C:77:F6:59:69:E7,2018-10-26 17:46:48,2018-10-26 17:46:48,-87,
